stat_name,stat_description,stat_description_full
PEN092,Auspendler(innen) über Gemeindegrenzen (Wohnort),"**Auspendler(innen) über Gemeindegrenzen (Wohnort)**
  *aus GENESIS-Statistik ""Beschäftigungsstatistik d Bundesagentur f Arbeit"" 13111)*
  Auspendler(innen) über Gemeindegrenzen (Wohnort)


Erläuterung für folgende Statistik(en): 13111 Beschäftigungsstatistik der Bundesagentur für Arbeit

Begriffsinhalt: Pendler

Pendler sind alle sozialversicherungspflichtig Beschäftig- ten, deren Arbeitsgemeinde sich von der Wohngemeinde unter- scheidet. Ob und wie häufig gependelt wird, ist unerheblich. Die Wohnortgemeinde kann auch im Ausland liegen.

Pendler werden nach Ein- und Auspendlern unterschieden:

- Einpendler sind Personen, die in ihrer Arbeitsgemeinde nicht wohnen

- Auspendler sind Personen, die in ihrer Wohngemeinde nicht arbeiten

Aufgrund des Inlandskonzepts der Beschäftigungsstatistik können nur Einpendler aus dem Ausland nachgewiesen werden; Auspendler in das Ausland jedoch nicht. Bei den Pendlern handelt es sich um eine Untermenge des Bestands der sozial- versicherungspflichtig Beschäftigten zum jeweiligen Stich- tag.

Für jede Region gilt:

- Beschäftigte mit identischem Wohn- und Arbeitsort + Ein- pendler + Beschäftigte ohne Angabe zum Arbeitsort bzw. zum Wohnort = Anzahl der Beschäftigten nach dem Arbeitsort- prinzip

- Beschäftigte mit identischem Wohn- und Arbeitsort + Aus- pendler + Beschäftigte ohne Angabe zum Arbeitsort bzw. zum Wohnort = Anzahl der Beschäftigten nach dem Wohnortprinzip"
PEN099,Pendlersaldo (über Kreisgrenze),"**Pendlersaldo (über Kreisgrenze)**
  *aus GENESIS-Statistik ""Beschäftigungsstatistik d Bundesagentur f Arbeit"" 13111)*
  Pendlersaldo


Erläuterung für folgende Statistik(en): 13111 Beschäftigungsstatistik der Bundesagentur für Arbeit

Begriffsinhalt: Pendlersaldo

Die Differenz aus Einpendlern zu Auspendlern ergibt den Pendlersaldo."
PER005,Tätige Personen,"**Tätige Personen**
  *aus GENESIS-Statistik ""Statistik der Einrichtungen der Jugendhilfe"" 22542)*
  Tätige Personen


Erläuterung für folgende Statistik(en): 22541 Statistik der Kinder und tätige Personen in Tagesein- richtungen

Begriffsinhalt: Tätige Personen

Das sind Personen, die in Voll-, Teilzeit oder nebenberuf- lich beschäftigt sind. Enthalten ist neben dem pädagogischen Personal auch das Leitungs- und Verwaltungspersonal sowie das hauswirtschaftliche und technische Personal. Ehrenamt- lich Tätige sind in dieser Statistik nicht enthalten.


Erläuterung für folgende Statistik(en): 22542 Statistik der Einrichtungen und tätigen Personen - ohne Tageseinrichtungen

Begriffsinhalt: Tätige Personen

In Einrichtungen der Jugendhilfe Tätige sind Personen, die im erzieherischen und pädagogischen sowie im verwaltungs- und hauswirtschaftlich-technischen Bereich beschäftigt sind.

Bis zum Berichtsjahr 2010 wurden beim pädagogischen und Ver- waltungspersonal Personen, die in unterschiedlichen Berei- chen tätig waren, nur gemeldet, wenn sie mehr als 50% der vertraglich vereinbarten Wochenarbeitszeit mit Aufgaben nach dem SGB VIII und entsprechenden Landesausführungsge- setzen beschäftigt waren. Ab dem Berichtsjahr 2014 wird für diesen Personenkreis der tatsächlich verwendete Stunden- anteil der vertraglich vereinbarten Wochenarbeitszeit mit Aufgaben der Kinder- und Jugendhilfe nach dem SGB VIII und entsprechenden Landesausführungsgesetzen gemeldet. Die Ver- gleichbarkeit mit den Vorjahren ist daher eingeschränkt."
PER099,Personen in Bedarfsgemeinschaften nach dem SGB II,"**Personen in Bedarfsgemeinschaften nach dem SGB II**
  *aus GENESIS-Statistik ""Sozialberichterstattung in der amtlichen Statistik"" 22811)*
  Personen in Bedarfsgemeinschaften nach dem SGB II


Erläuterung für folgende Statistik(en): 22811 Sozialberichterstattung

Begriffsinhalt: Bedarfsgemeinschaft

Eine Bedarfsgemeinschaft (BG) bezeichnet eine Konstellation von Personen, die im selben Haushalt leben und gemeinsam wirtschaften. Von jedem Mitglied der Bedarfsgemeinschaft wird erwartet, dass es sein Einkommen und Vermögen zur Deckung des Gesamtbedarfs aller Angehörigen der Bedarfsge- meinschaft einsetzt (Ausnahme: Kinder). Es besteht eine sog. bedingte Einstandspflicht.

Eine Bedarfsgemeinschaft (gem. § 7 SGB II) hat mindestens einen Leistungsberechtigten. Des Weiteren zählen dazu:

- die im Haushalt lebenden Eltern, der im Haushalt lebende Elternteil und/oder der im Haushalt lebende Partner die- ses Elternteils des LB, sofern der LB das 25. Lebensjahr noch nicht vollendet hat,

- als Partner des Leistungsberechtigten der nicht dauernd getrennt lebende Ehegatte bzw. Lebenspartner oder

- eine Person, die mit dem Leistungsberechtigten in einem gemeinsamen Haushalt so zusammenlebt, dass nach verstän- diger Würdigung der wechselseitige Wille anzunehmen ist, Verantwortung füreinander zu tragen und füreinander ein- zustehen,

- die dem Haushalt angehörenden unverheirateten Kinder des Leistungsberechtigten, wenn sie das 25. Lebensjahr noch nicht vollendet haben, soweit sie die Leistungen zur Si- cherung ihres Lebensunterhaltes nicht aus eigenem Ein- kommen oder Vermögen beschaffen können.

Begriffsinhalt: Personen in Bedarfsgemeinschaften

Personen in Bedarfsgemeinschaften nach dem SGB II bilden eine Gemeinschaft, die füreinander einsteht. Innerhalb der Grundsicherungsstatistik SGB II lassen sie sich in ""Leis- tungsberechtigte"" und ""nicht Leistungsberechtigte"" diffe- renzieren. Zu den Leistungsberechtigten zählen die Regel- leistungsberechtigten sowie die sonstigen Leistungsberech- tigten. Die nicht Leistungsberechtigten umfassen die vom Leistungsanspruch ausgeschlossenen Personen sowie Kinder ohne Leistungsanspruch."
PER100,Regelleistungsberechtigte nach dem SGB II,"**Regelleistungsberechtigte nach dem SGB II**
  *aus GENESIS-Statistik ""Sozialberichterstattung in der amtlichen Statistik"" 22811)*
  Regelleistungsberechtigte nach dem SGB II


Erläuterung für folgende Statistik(en): 22811 Sozialberichterstattung

Begriffsinhalt: Regelleistungsberechtigte nach dem SGB II

Regelleistungsberechtigte sind Personen mit Anspruch auf Gesamtregelleistung (Arbeitslosengeld II oder Sozialgeld). Dazu zählen Personen, die Anspruch auf folgende Leistungs- arten haben:

- Regelbedarf Arbeitslosengeld II oder Sozialgeld (§§ 20, 23 SGB II)

- Mehrbedarfe (§ 21 SGB II)

- laufende und einmalige Leistungen für Unterkunft und Hei- zung einschließlich Nachzahlung von Heiz- und Betriebs- kosten sowie Heizmittelbevorratung, Wohnbeschaffungs- kosten, Mietschulden und Instandhaltungs- und Reparatur- kosten bei selbst bewohntem Wohneigentum (§ 22 SGB II) und

- efristeter Zuschlag nach dem Bezug von Arbeitslosengeld (§ 24 SGB II a.F., entfallen ab 1. Januar 2011).

Gesamtregelleistung (Arbeitslosengeld II und Sozialgeld) um- fasst den Regelbedarf zur Sicherung des Lebensunterhalts, Leistungen für Mehrbedarfe, Kosten der Unterkunft, sowie bis zum 31.12.2010 den befristeten Zuschlag nach Bezug von Ar- beitslosengeld gemäß § 24 SGB II (alte Fassung). Die Gesamt- regelleistung setzt sich aus Arbeitslosengeld II für er- werbsfähige Leistungsberechtigte und Sozialgeld für nicht erwerbsfähige Leistungsberechtigte zusammen."
PERS01,"Pädagog.,Leitungs-u.Verwaltg.personal i.Kita.einr.","**Pädagog.,Leitungs-u.Verwaltg.personal i.Kita.einr.**
  *aus GENESIS-Statistik ""Statistik der öffentlich geförderten Kindertagespflege"" 22543)*
  Pädagogisches, Leitungs- und Verwaltungspersonal in Kinder- tageseinrichtungen


Erläuterung für folgende Statistik(en): 22541/22543 Statistik der Kinder und tätigen Personen in Ta- geseinrichtungen und in öffentlich geförderter Kindertagespflege

Begriffsinhalt: Pädagogisches, Leitungs- und Verwaltungspersonal

Hierbei handelt es sich um Personen, die mit dem Hauptanteil der vertraglich vereinbarten Wochenarbeitszeit in den Ar- beitsbereichen Gruppenleitung, Zweit- bzw. Ergänzungskraft, Förderung von Kindern nach SGB VIII bzw. SGB XII oder grup- penübergreifend in der Einrichtung tätig sind bzw. um Per- sonen, die mit dem Hauptanteil der vertraglich vereinbarten Wochenarbeitszeit in den Arbeitsbereichen Einrichtungslei- tung bzw. Verwaltung tätig sind, nicht jedoch um das Per- sonal im hauswirtschaftlichen und technischen Bereich."
PERS02,Kindertagespflegepersonen,"**Kindertagespflegepersonen**
  *aus GENESIS-Statistik ""Statistik der öffentlich geförderten Kindertagespflege"" 22543)*
  Kindertagespflegepersonen


Erläuterung für folgende Statistik(en): 22541/22543 Statistik der Kinder und tätigen Personen in Ta- geseinrichtungen und in öffentlich geförderter Kindertagespflege

Begriffsinhalt: Kindertagespflegepersonen

Tagespflegepersonen (Tagesmutter bzw. Tagesvater) sind Per- sonen, die Kinder im Rahmen der öffentlich geförderten Kin- dertagespflege zeitweise betreuen und hierfür von den Ju- gendämtern gefördert werden. Die öffentlich geförderte Kin- dertagespflege ist neben der Tagesbetreuung in Kindertages- einrichtungen eine gleichwertige Form der Kindertagesbetreu- ung.

Neben der öffentlich geförderten Kindertagespflege gibt es private Tagespflegeverhältnisse. Sie sind kein Bestandteil dieser Erhebung."
PFL001,Pflegebedürftige,"**Pflegebedürftige**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Pflegebedürftige

Erläuterung für folgende Statistik(en): 22411 Pflegestatistik - Pflegebedürftige

Begriffsinhalt: Nach § 14 Abs. 1 SGB XI sind Personen pflegebedürftig, die wegen einer körperlichen, geistigen oder seelischen Krankheit oder Behinderung für die gewöhnlichen und regelmäßig wiederkehrenden Verrichtungen im Ablauf des täglichen Lebens auf Dauer, voraussichtlich für mindestens sechs Monate, in erheblichem oder höherem Maße (§ 15) der Hilfe bedürfen. Laut Pflegeversicherungsgesetz gelten solche Personen als pflegebedürftig, die wegen einer körperlichen, geistigen oder seelischen Krankheit oder Behinderung auf Dauer, voraussichtlich für mindestens 6 Monate, der Hilfe bedürfen. In die Erhebung werden nur die Personen einbezogen, die entweder Pflegegeld erhalten oder die von einem Pflegedienst ambulant oder in einem Pflegeheim stationär versorgt werden und Leistungen nach dem SGB XI erhalten. Ausschlaggebend ist die Entscheidung der Pflegekasse bzw. des privaten Versicherungsunternehmens über das Vorliegen von Pflegebedürftigkeit und die Zuordnung der Pflegebedürftigen zu den Pflegestufen I bis III (einschließlich der Härtefälle). Abweichend hiervon werden im stationären Bereich auch die Pflegebedürftigen in die Erhebung einbezogen, die im Anschluss an einen Krankenhausaufenthalt direkt in die Pflegeeinrichtung aufgenommen wurden und Leistungen nach SGB XI erhalten, für die jedoch noch keine Zuordnung zu einer bestimmten Pflegestufe vorliegt. Da in diesen Fällen die Zuordnung der Pflegestufe oftmals erst rückwirkend erfolgt, wird dieser Personenkreis bereits zum Erhebungsstichtag mit berücksichtigt. Bei der Ermittlung der Gesamtzahl der Pflegebedürftigen werden ab der Erhebung zum 15.12.2009 die teilstationär Versorgten nicht mehr einbezogen. Diese erhalten   vor allem seit der Reform der Pflegeversicherung im Sommer 2008   in der Regel parallel auch Pflegegeld und/oder ambulante Sachleistungen und werden somit bereits dort als Leistungsempfänger gezählt. Um Mehrfachzählungen zu vermeiden, werden deshalb die Empfänger teilstationärer Pflege nur nachrichtlich ausgewiesen. Die zeitliche Vergleichbarkeit der Gesamtzahl der Pflegebedürftigen ab 2009 mit den vorherigen Erhebungen ist durch diese Veränderung etwas eingeschränkt. Der Dämpfungseffekt für die Veränderungsrate wird bundesweit auf einen Prozentpunkt geschätzt. Ab dem Berichtsjahr 2013 ist die Einbeziehung von Personen ohne Pflegestufe mit festgestellter erheblich eingeschränkter Alltagskompetenz nach § 45 a SGB XI neu aufgenommen worden. Diese werden nur nachrichtlich ausgewiesen, damit die Gesamtzahl der Pflegebedürftigen und deren Untergliederungen mit den Vorjahren vergleichbar bleiben."
PFL003,Verfügbare Plätze in Pflegeheimen,"**Verfügbare Plätze in Pflegeheimen**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Verfügbare Plätze in Pflegeheimen


Erläuterung für folgende Statistik(en): 22411/22412 Pflege

Begriffsinhalt: Verfügbare Plätze

Als verfügbare Plätze zählen die am Stichtag zugelassenen und tatsächlich verfügbaren Pflegeplätze, die von dem Pfle- geheim gemäß Versorgungsvertrag nach SGB XI vorgehalten werden, unabhängig von den derzeit belegten Plätzen. Dabei sind die Pflegeplätze den verschiedenen Pflegearten (voll- stationäre Dauerpflege, Kurzzeitpflege, teilstationäre Pfle- ge als Tages- und/oder Nachtpflege) zugeordnet."
PFL004,Personal der Pflegeheime,"**Personal der Pflegeheime**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Personal der Pflegeheime


Erläuterung für folgende Statistik(en): 22411/22412 Pflege

Begriffsinhalt: Personal

Zum Personalbestand einer Pflegeeinrichtung gehören alle Personen, die dort beschäftigt sind, die also in einem Ar- beitsverhältnis zur Einrichtung stehen und teilweise oder ausschließlich Leistungen nach SGB XI erbringen. Falls Per- sonen in mehreren selbständig wirtschaftenden Einheiten ar- beiten, werden sie in jeder Einrichtung erfasst."
PFL005,ambulante Pflege,"**ambulante Pflege**
*aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
Pflegebedürftige in häuslicher Pflege erhalten Grundpflege und hauswirtschaftliche Versorgung als Sachleistung (häusliche Pflegehilfe). Die Pflegekräfte sind entweder von der Pflegekasse selbst angestellt oder bei ambulanten Pflegeeinrichtungen, mit denen die Pflegekasse einen Versorgungsvertrag abgeschlossen hat."
PFL006,Pflegebedürftige der Pflegeheime,"**Pflegebedürftige der Pflegeheime**
*aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
Stationäre Pflege Es wird unterschieden zwischen vollstationärer Dauerpflege, Kurzzeitpflege in einer vollstationären Einrichtung (beschränkt auf vier Wochen im Kalenderjahr) und teilstationärer Pflege in Form von Tages- und/oder Nachtpflege."
PFL007,Pflegegeldempfänger,"**Pflegegeldempfänger**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Pflegegeld

Erläuterung für folgende Statistik(en): 22411 Pflegestatistik - Pflegebedürftige

Begriffsinhalt: Pflegebedürftige können anstelle der häuslichen Pflegehilfe ein Pflegegeld beantragen. Der Anspruch setzt voraus, dass der Pflegebedürftige mit dem Pflegegeld die erforderliche Grundpflege und hauswirtschaftliche Versorgung durch eine Pflegeperson in geeigneter Weise selbst sicherstellt. Ausgewiesen werden hier nur Empfänger/innen von Pflegegeld, die nicht bereits bei der ambulanten Pflege, bzw. vollstationären Dauerpflege bzw. Kurzzeitpflege berücksichtigt worden sind. Stichtag ist hier der 31.12. des Jahres."
PFL008,Pflegedienste,"**Pflegedienste**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Pflegedienste


Erläuterung für folgende Statistik(en): 22411/22412 Pflege

Begriffsinhalt: Pflegedienste

Pflegedienste sind ambulante Pflegeeinrichtungen, die

- selbständig wirtschaften,

- unter ständiger Verantwortung einer ausgebildeten Pflege- kraft Pflegebedürftige in ihrer Wohnung pflegen und haus- wirtschaftlich versorgen und

- durch einen Versorgungsvertrag nach § 72 SGB XI zur ambu- lanten Pflege zugelassen sind oder Bestandsschutz nach § 73 Abs. 3 und 4 SGB XI genießen und danach als zuge- lassen gelten."
PFL009,Pflegeheime,"**Pflegeheime**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Pflegeheime


Erläuterung für folgende Statistik(en): 22411/22412 Pflege

Begriffsinhalt: Pflegeheime

Pflegeheime sind stationäre Pflegeeinrichtungen,

- die selbständig wirtschaften,

- in denen Pflegebedürftige unter ständiger Verantwortung einer ausgebildeten Pflegekraft gepflegt werden und ganz- tägig (vollstationär) und/oder nur tagsüber oder nur nachts (teilstationär) untergebracht und verpflegt werden können und

- die durch einen Versorgungsvertrag nach § 72 SGB XI zu voll-, teilstationärer Pflege und/oder Kurzzeitpflege zu- gelassen sind oder Bestandsschutz nach § 73 Abs. 3 und 4 SGB XI genießen und danach als zugelassen gelten."
PFL010,Verfügbare Plätze i.Pflegeh.m.vollstat.Dauerpflege,"**Verfügbare Plätze i.Pflegeh.m.vollstat.Dauerpflege**
*aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*"
PFL011,Pflegebedürft.d.Pflegeheime m.vollstat.Dauerpflege,"**Pflegebedürft.d.Pflegeheime m.vollstat.Dauerpflege**
*aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*"
PFL012,Pflegebedürftige der Pflegeheime m.Kurzzeitpflege,"**Pflegebedürftige der Pflegeheime m.Kurzzeitpflege**
*aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*"
PFL013,Pflegebedürftige der Pflegeheime m.teilstat.Pflege,"**Pflegebedürftige der Pflegeheime m.teilstat.Pflege**
*aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*"
PFL014,Personal der Pflegedienste,"**Personal der Pflegedienste**
*aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*"
PFL016,Pflegebedürftige,"**Pflegebedürftige**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Pflegebedürftige


Erläuterung für folgende Statistik(en): 22411/22412/22421 Pflege

Begriffsinhalt: Pflegebedürftige

Nach § 14 Abs. 1 SGB XI sind Personen pflegebedürftig, die wegen einer körperlichen, geistigen oder seelischen Krank- heit oder Behinderung für die gewöhnlichen und regelmäßig wiederkehrenden Verrichtungen im Ablauf des täglichen Le- bens auf Dauer, voraussichtlich für mindestens sechs Mona- te, in erheblichem oder höherem Maße (§ 15) der Hilfe be- dürfen. Laut Pflegeversicherungsgesetz gelten solche Perso- nen als pflegebedürftig, die wegen einer körperlichen, geistigen oder seelischen Krankheit oder Behinderung auf Dauer, voraussichtlich für mindestens 6 Monate, der Hilfe bedürfen.

In die Erhebung werden nur die Personen einbezogen, die ent- weder Pflegegeld erhalten oder die von einem Pflegedienst ambulant oder in einem Pflegeheim stationär versorgt werden und Leistungen nach dem SGB XI erhalten. Ausschlaggebend ist die Entscheidung der Pflegekasse bzw. des privaten Ver- sicherungsunternehmens über das Vorliegen von Pflegebedürf- tigkeit und die Zuordnung der Pflegebedürftigen zu den Pflegestufen I bis III (einschließlich der Härtefälle).

Abweichend hiervon werden im stationären Bereich auch die Pflegebedürftigen in die Erhebung einbezogen, die im An- schluss an einen Krankenhausaufenthalt direkt in die Pfle- geeinrichtung aufgenommen wurden und Leistungen nach SGB XI erhalten, für die jedoch noch keine Zuordnung zu einer be- stimmten Pflegestufe vorliegt. Da in diesen Fällen die Zu- ordnung der Pflegestufe oftmals erst rückwirkend erfolgt, wird dieser Personenkreis bereits zum Erhebungsstichtag mit berücksichtigt.

Bei der Ermittlung der Gesamtzahl der Pflegebedürftigen werden ab der Erhebung zum 15.12.2009 die teilstationär Versorgten nicht mehr einbezogen. Diese erhalten - vor allem seit der Reform der Pflegeversicherung im Sommer 2008 - in der Regel parallel auch Pflegegeld und/oder ambulante Sachleistungen und werden somit bereits dort als Leistungs- empfänger gezählt. Um Mehrfachzählungen zu vermeiden, wer- den deshalb die Empfänger teilstationärer Pflege nur nach- richtlich ausgewiesen. Die zeitliche Vergleichbarkeit der Gesamtzahl der Pflegebedürftigen ab 2009 mit den vorherigen Erhebungen ist durch diese Veränderung etwas eingeschränkt. Der Dämpfungseffekt für die Veränderungsrate wird bundes- weit auf einen Prozentpunkt geschätzt.

Ab dem Berichtsjahr 2013 ist die Einbeziehung von Personen ohne Pflegestufe mit festgestellter erheblich eingeschränk- ter Alltagskompetenz nach § 45 a SGB XI neu aufgenommen worden. Diese werden nur nachrichtlich ausgewiesen, damit die Gesamtzahl der Pflegebedürftigen und deren  Unterglie- derungen mit den Vorjahren vergleichbar bleiben."
PFL017,ambulante Pflege,"**ambulante Pflege**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  ambulante Pflege


Erläuterung für folgende Statistik(en): 22411/22412/22421 Pflege

Begriffsinhalt: Ambulante Pflege

Pflegebedürftige in häuslicher Pflege erhalten Grundpflege, hauswirtschaftliche Versorgung und ab 2013 auch häusliche Betreuung als Sachleistung (häusliche Pflegehilfe)."
PFL018,"Pflegebedürftige der Pflegeheime, vollstationär","**Pflegebedürftige der Pflegeheime, vollstationär**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Pflegebedürftige der Pflegeheime, vollstationär


Erläuterung für folgende Statistik(en): 22411/22412/22421 Pflege

Begriffsinhalt: Stationäre Pflege

Es wird unterschieden zwischen vollstationärer Dauerpflege, Kurzzeitpflege in einer vollstationären Einrichtung (be- schränkt auf vier Wochen im Kalenderjahr) und teilstatio- närer Pflege in Form von Tages- und/oder Nachtpflege."
PFL019,"Pflegebedürft.d.Pflegeheime Dauerpflege, vollstat.","**Pflegebedürft.d.Pflegeheime Dauerpflege, vollstat.**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Pflegebedürftige der Pflegeheime Dauerpflege, vollstationär


Erläuterung für folgende Statistik(en): 22411/22412/22421 Pflege

Begriffsinhalt: Stationäre Pflege

Es wird unterschieden zwischen vollstationärer Dauerpflege, Kurzzeitpflege in einer vollstationären Einrichtung (be- schränkt auf vier Wochen im Kalenderjahr) und teilstatio- närer Pflege in Form von Tages- und/oder Nachtpflege."
PFL020,Pflegebed.d.Pflegeheime vollstat. Kurzzeitpflege,"**Pflegebed.d.Pflegeheime vollstat. Kurzzeitpflege**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Pflegebedürftige der Pflegeheime vollstationäre Kurzzeit- pflege


Erläuterung für folgende Statistik(en): 22411/22412/22421 Pflege

Begriffsinhalt: Stationäre Pflege

Es wird unterschieden zwischen vollstationärer Dauerpflege, Kurzzeitpflege in einer vollstationären Einrichtung (be- schränkt auf vier Wochen im Kalenderjahr) und teilstatio- närer Pflege in Form von Tages- und/oder Nachtpflege."
PFL021,Pflegegeldempfänger,"**Pflegegeldempfänger**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  Pflegegeldempfänger


Erläuterung für folgende Statistik(en): 22411/22412/22421 Pflege

Begriffsinhalt: Pflegegeld

Pflegebedürftige können anstelle der häuslichen Pflegehilfe ein Pflegegeld beantragen. Der Anspruch setzt voraus, dass der Pflegebedürftige mit dem Pflegegeld die erforderliche Grundpflege und hauswirtschaftliche Versorgung durch eine Pflegeperson in geeigneter Weise selbst sicherstellt. Ausge- wiesen werden hier nur Empfänger/innen von Pflegegeld, die nicht bereits bei der ambulanten Pflege, bzw. vollstatio- nären Dauerpflege bzw. Kurzzeitpflege berücksichtigt worden sind. Stichtag ist hier der 31.12. des Jahres."
PFL022,nachrichtlich: teilstationäre Pflege,"**nachrichtlich: teilstationäre Pflege**
*aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*"
PFL023,mit erheblich eingeschränkter Alltagskompetenz,"**mit erheblich eingeschränkter Alltagskompetenz**
  *aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
  mit erheblich eingeschränkter Alltagskompetenz


Erläuterung für folgende Statistik(en): 22411/22412/22421 Pflege

Begriffsinhalt: Erheblich eingeschränkte Alltagskompetenz

Eingeschränkte Alltagskompetenz nach § 45a SGB XI liegt vor, wenn aufgrund von demenzbedingten Fähigkeitsstörungen, geis- tigen Behinderungen oder psychischen Erkrankungen Menschen in ihrer Alltagskompetenz auf Dauer erheblich eingeschränkt sind. Sie sind dann in erheblichem Maße auf Betreuung und - insbesondere zur Verhütung von Gefahren - oft auch auf all- gemeine Beaufsichtigung angewiesen."
PFL024,nachrichtl.: o.Pflegest.m.erheb.eingesch.Alltagsk.,"**nachrichtl.: o.Pflegest.m.erheb.eingesch.Alltagsk.**
*aus GENESIS-Statistik ""Pflegestatistik (Pflegeeinricht./Pflegebedürftige)"" 22411)*
nachrichtlich: Pflegebedürftige ohne Pflegestufe mit erheblich eingeschränkter Alltagskompetenz"
PHHZ20,Private Haushalte,"**Private Haushalte**
  *aus GENESIS-Statistik ""Zensus 2011"" 12111)*
  Private Haushalte


Erläuterung für folgende Statistik(en): 12111 Zensus - Bevölkerung

Begriffsinhalt: Private Haushalte

Ein privater Haushalt besteht aus mindestens einer Person. Zugrunde gelegt wird das ""Konzept des gemeinsamen Wohnens"". Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/ Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben privaten Haushalts, sodass es einen privaten Haushalt pro belegter Wohnung gibt. Personen in Ge- meinschafts- und Anstaltsunterkünften sind hier nicht ent- halten, sondern nur Personen, die eine eigene Haushalts- führung aufweisen. Eine Person des privaten Haushalts wird als Bezugsperson - d. h. eine nach Alter, Familienstand und Geschlecht festgelegte zentrale Person des privaten Haus- halts - bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im pri- vaten Haushalt bestimmt."
PLZ001,Verfügbare Plätze,"**Verfügbare Plätze**
  *aus GENESIS-Statistik ""Statistik der Einrichtungen der Jugendhilfe"" 22542)*
  Verfügbare Plätze

Erläuterung für folgende Statistik(en): 22541 Statistik der Kinder und Jugendhilfe - Tageseinrichtungen für Kinder

Begriffsinhalt: Als Krippenplätze zählen alle Plätze zur Betreuung von Kindern im Krippenalter, unabhängig von der Art der Einrichtung. Analoges trifft für die Kindergartenplätze und die Hortplätze zu."
PLZ005,Genehmigte Plätze,"**Genehmigte Plätze**
  *aus GENESIS-Statistik ""Statistik der Tageseinrichtungen für Kinder"" 22541)*
  Genehmigte Plätze


Erläuterung für folgende Statistik(en): 22541 Statistik der Kinder und tätigen Personen in Tagesein- richtungen

Begriffsinhalt: Genehmigte Plätze

Es ist die Zahl der laut Betriebserlaubnis genehmigten Plät- ze. Dieses Erhebungsmerkmal erlaubt keine Differenzierung nach Art der Plätze."
RLE001,Regelleistungsempfänger,"**Regelleistungsempfänger**
  *aus GENESIS-Statistik ""Empfänger von Asylbewerberregelleistungen"" 22221)*
  Regelleistungsempfänger


Erläuterung für folgende Statistik(en): 22221 Statistik der Empfänger von Asylbewerberregelleis- tungen

Begriffsinhalt: Regelleistungen

Sie werden entweder als Grundleistungen oder in besonderen Fällen in Form von laufender Hilfe zum Lebensunterhalt ge- währt."
RME009,Räume in Wohnungen mit 7 oder mehr Räumen,"**Räume in Wohnungen mit 7 oder mehr Räumen**
  *aus GENESIS-Statistik ""Fortschreib. d. Wohngebäude- u. Wohnungsbestandes"" 31231)*
  Räume

Erläuterung für folgende Statistik(en): 31231 Fortschreibung des Wohngebäude- und Wohnungsbestandes

Begriffsinhalt: Als Räume zählen alle Wohn- und Schlafräume mit 6 qm oder mehr Wohnfläche sowie alle Küchen."
